no,구,구분,읍면동명,투표구명,투표소,주소,선거인수,투표수,PYS,OSH,SJH,HKY,OTY,LSB,BYK,KJA,SMS,JDH,LDY,SJY,계,무효,기권수
527,Seongbuk,투표소,KE1,길음제1동제7투,"길음뉴타운9단지 909동(지하1층, 커뮤니티센터)",서울특별시 성북구 길음로9길 50(길음동),2252,1319,487,798,8,10,0,0,0,4,0,2,1,4,1314,5,933
528,Seongbuk,투표소,KE2,길음제2동제1투,"길음2동주민센터(2층, 대강당)",서울특별시 성북구 삼양로2길 70(길음동),1048,314,120,181,2,3,0,1,1,1,1,1,0,1,312,2,734
529,Seongbuk,투표소,KE2,길음제2동제2투,"래미안길음센터피스아파트(117동 지하1층, 연회장)",서울특별시 성북구 숭인로 50(길음동),3868,2193,772,1344,6,21,0,10,1,12,2,2,1,11,2182,11,1675
530,Seongbuk,투표소,KE2,길음제2동제3투,"성북구길빛도서관(1층, 로비)",서울특별시 성북구 숭인로8길 52(길음동),3358,1665,659,950,5,18,2,2,0,15,3,1,0,3,1658,7,1693
531,Seongbuk,투표소,KE2,길음제2동제4투,"성북구평생학습관(3층, 중강의실)",서울특별시 성북구 종암로 167(하월곡동),2630,1175,409,720,7,16,1,4,0,5,2,0,0,3,1167,8,1455
532,Seongbuk,투표소,JA,종암동제1투,성북구 마을사회적경제센터(2층),서울특별시 성북구 종암로25길 29(종암동),3513,1726,687,969,6,12,2,0,0,19,11,1,0,7,1714,12,1787
533,Seongbuk,투표소,JA,종암동제2투,"삼성래미안세레니티(1층, 대연회장)",서울특별시 성북구 종암로23길 35(종암동),3601,1799,677,1038,10,20,1,7,0,13,2,0,0,7,1775,24,1802
534,Seongbuk,투표소,JA,종암동제3투,"성북노인종합복지관(1층, 로비)",서울특별시 성북구 종암로15길 10(종암동),3355,1630,597,960,9,19,2,2,0,11,6,0,0,8,1614,16,1725
535,Seongbuk,투표소,JA,종암동제4투,"숭례초등학교(1층, 건강교육실)",서울특별시 성북구 종암로5길 14(종암동),3643,1871,642,1089,19,22,5,8,0,31,13,1,0,16,1846,25,1772
536,Seongbuk,투표소,JA,종암동제5투,"종암동주민센터(3층, 대강당)",서울특별시 성북구 종암로 98-8(종암동),2457,974,343,594,2,13,2,2,0,6,1,2,1,4,970,4,1483
537,Seongbuk,투표소,JA,종암동제6투,"SK아파트 관리사무소(1층, 로비)",서울특별시 성북구 종암로24가길 53(종암동),3128,1759,734,957,8,22,3,1,0,17,1,0,0,4,1747,12,1369
538,Seongbuk,투표소,JA,종암동제7투,"서울사대부중(1층, 진로활동실)",서울특별시 성북구 월곡로 36(종암동),3447,1393,581,743,10,24,2,3,0,11,5,0,0,4,1383,10,2054
539,Seongbuk,투표소,JA,종암동제8투,래미안라센트아파트 경로당(1층),서울특별시 성북구 종암로24가길 80(종암동),2836,1420,608,754,5,17,1,1,0,14,3,1,0,5,1409,11,1416
540,Seongbuk,투표소,WK1,월곡제1동제1투,"월곡1동주민센터(4층, 대강당)",서울특별시 성북구 오패산로 96(하월곡동),2820,1302,503,743,7,13,0,5,0,8,3,0,0,3,1285,17,1518
541,Seongbuk,투표소,WK1,월곡제1동제2투,"숭곡초등학교 체육관(1층, 미술실)",서울특별시 성북구 종암로40길 30(하월곡동),2219,893,440,419,4,6,0,2,2,5,1,2,1,5,887,6,1326
542,Seongbuk,투표소,WK1,월곡제1동제3투,월곡1동경로당(1층),서울특별시 성북구 오패산로3길 99(하월곡동),3167,1405,602,714,10,30,1,5,1,17,5,0,0,6,1391,14,1762
543,Seongbuk,투표소,WK1,월곡제1동제4투,"생명의전화 종합사회복지관(1층, 강당)",서울특별시 성북구 오패산로 21(하월곡동),2621,1430,646,729,3,18,2,3,0,11,3,0,1,5,1421,9,1191
544,Seongbuk,투표소,WK1,월곡제1동제5투,"성북구 육아종합지원센터(3층, 아리알찬홀)",서울특별시 성북구 오패산로10길 19(하월곡동),2972,1436,631,725,13,22,1,6,0,12,5,1,0,10,1426,10,1536
545,Seongbuk,투표소,WK1,월곡제1동제6투,"숭인초등학교(1층, 1-1반)",서울특별시 성북구 오패산로16길 37(하월곡동),3448,1678,711,900,8,16,2,3,0,15,7,0,1,5,1668,10,1770
546,Seongbuk,투표소,WK2,월곡제2동제1투,"월곡2동주민센터(2층, 대강당)",서울특별시 성북구 화랑로 152(상월곡동),3428,1298,499,716,15,13,5,1,1,20,4,1,1,7,1283,15,2130
547,Seongbuk,투표소,WK2,월곡제2동제2투,"월곡중학교(1층, 미래창조관)",서울특별시 성북구 장월로 6(상월곡동),3118,1473,581,843,5,16,3,1,0,4,2,1,0,8,1464,9,1645
548,Seongbuk,투표소,WK2,월곡제2동제3투,월곡꿈그림도서관(1층),서울특별시 성북구 화랑로13길 17(하월곡동),3605,1628,631,867,18,20,4,6,0,42,7,0,1,9,1605,23,1977
549,Seongbuk,투표소,WK2,월곡제2동제4투,월곡래미안루나밸리아파트 경로당(1층),서울특별시 성북구 월곡로14길 26(하월곡동),3730,1955,773,1085,14,18,0,9,0,22,6,0,1,9,1937,18,1775
550,Seongbuk,투표소,JWJ1,장위제1동제1투,"장위1동주민센터(2층, 회의실)",서울특별시 성북구 장위로 61(장위동),3086,1255,475,711,12,16,1,0,0,12,4,0,0,11,1242,13,1831
551,Seongbuk,투표소,JW1,장위제1동제2투,"장곡초등학교(1층, 보건교육실)",서울특별시 성북구 장월로23길 16(장위동),3393,1407,547,812,4,16,2,3,0,9,3,0,1,2,1399,8,1986
552,Seongbuk,투표소,JW1,장위제1동제3투,"장위행복누림복합센터(1층, 로비)",서울특별시 성북구 장위로21다길 53(장위동),2880,1024,380,601,6,13,1,1,0,10,0,2,1,1,1016,8,1856
553,Seongbuk,투표소,JW1,장위제1동제4투,"장위1동주민센터(지하1층, 성북여성교실)",서울특별시 성북구 장위로 61(장위동),2032,775,283,458,4,17,3,1,0,3,1,0,0,1,771,4,1257
554,Seongbuk,투표소,JW1,장위제1동제5투,"장위중학교(1층, 진로진학정보실)",서울특별시 성북구 장위로4길 70(장위동),2423,875,373,466,3,8,0,1,1,4,7,1,0,3,867,8,1548
555,Seongbuk,투표소,JW1,장위제1동제6투,"꿈의숲아이파크 716동(2층, 근린공공시설)",서울특별시 성북구 돌곶이로40길 46(장위동),2517,1445,575,816,4,18,0,1,1,10,1,0,1,7,1434,11,1072
556,Seongbuk,투표소,JW2,장위제2동제1투,"장위2동주민센터(1층, 민원실)",서울특별시 성북구 돌곶이로27길 12(장위동),2576,997,337,608,10,4,2,7,0,7,5,1,0,6,987,10,1579
557,Seongbuk,투표소,JW2,장위제2동제2투,우리은행합숙소(1층),서울특별시 성북구 돌곶이로34길 12(장위동),2312,1140,399,703,3,10,1,1,0,3,4,0,0,0,1124,16,1172
558,Seongbuk,투표소,JW2,장위제2동제3투,"장위초등학교(1층, 체육관)",서울특별시 성북구 장월로8가길 41(장위동),2149,901,281,591,4,5,0,0,0,8,3,0,0,1,893,8,1248
559,Seongbuk,투표소,JW2,장위제2동제4투,"장위초등학교(1층, 체육관)",서울특별시 성북구 장월로8가길 41(장위동),3034,1201,428,714,7,23,3,2,0,6,4,0,1,5,1193,8,1833
560,Seongbuk,투표소,JW3,장위제3동제1투,"(구)장위실버복지센터(1층, 로비)",서울특별시 성북구 한천로 655(장위동),1231,357,122,208,4,7,1,1,0,8,2,0,0,1,354,3,874
561,Seongbuk,투표소,JW3,장위제3동제2투,"시립성북청소년수련관(1층, 강당)",서울특별시 성북구 한천로 660-9(장위동),2488,1115,346,728,3,9,1,4,1,8,4,0,0,1,1105,10,1373
562,Seongbuk,투표소,JW3,장위제3동제3투,"래미안퍼스트하이아파트(지하1층, 대회의실)",서울특별시 성북구 한천로 713(장위동),3497,1995,681,1253,9,16,2,4,0,7,4,0,4,8,1988,7,1502
563,Seongbuk,투표소,JW3,장위제3동제4투,"장월초등학교(1층, 중앙로비)",서울특별시 성북구 한천로101길 66(장위동),3659,1905,696,1146,12,13,2,4,0,8,5,0,0,6,1892,13,1754
564,Seongbuk,투표소,SK,석관동제1투,"석관동주민센터(2층, 회의실)",서울특별시 성북구 화랑로 296(석관동),3628,1294,506,726,5,27,0,4,0,11,1,0,1,2,1283,11,2334
565,Seongbuk,투표소,SK,석관동제2투,"석관초등학교(1층, 과학실험실)",서울특별시 성북구 돌곶이로22길 21(석관동),3027,1273,514,712,3,9,0,1,0,18,3,0,0,6,1266,7,1754
566,Seongbuk,투표소,SK,석관동제3투,"석관고등학교(1층, 기술가정실)",서울특별시 성북구 한천로70길 30(석관동),3735,1478,577,819,13,27,2,7,0,13,4,0,1,6,1469,9,2257
567,Seongbuk,투표소,SK,석관동제4투,"석관중학교(2층, 체육관)",서울특별시 성북구 한천로 526(석관동),3182,1470,529,873,7,19,3,3,1,12,5,0,0,2,1454,16,1712
568,Seongbuk,투표소,SK,석관동제5투,"성북종합레포츠타운(1층, 어린이체육관)",서울특별시 성북구 한천로58길 307(석관동),3671,1973,687,1228,5,15,0,3,1,15,4,0,0,7,1965,8,1698
569,Seongbuk,투표소,SK,석관동제6투,석관실버복지센터(1층),서울특별시 성북구 화랑로32길 88(석관동),2690,1161,495,594,8,17,1,1,1,18,2,1,2,7,1147,14,1529
570,Seongbuk,투표소,SK,석관동제7투,"강북신협(지하1층, 강당)",서울특별시 성북구 돌곶이로 59(석관동),3243,1435,515,843,15,17,3,3,0,12,4,2,0,16,1430,5,1808
571,Seongbuk,투표소,SK,석관동제8투,"신동아파밀리에아파트(1층, 커뮤니티센터)",서울특별시 성북구 화랑로 210-26(석관동),1987,840,329,460,4,10,5,2,0,11,3,0,0,10,834,6,1147
572,Gangbuk,투표소,SY,삼양동제1투,"삼양동주민센터(3층, 대회의실)",서울특별시 강북구 삼양로 268(미아동),1153,352,146,199,3,1,0,0,0,1,0,0,0,0,350,2,801
573,Gangbuk,투표소,SY,삼양동제2투,"강북노인회관(4층, 강당)",서울특별시 강북구 삼양로 280-1(미아동),2252,850,352,462,1,11,2,1,1,7,3,0,0,3,843,7,1402
574,Gangbuk,투표소,SY,삼양동제3투,"삼양초등학교(3층, 장미반)",서울특별시 강북구 삼양로49길 17(미아동),2353,814,377,402,2,9,4,1,0,3,2,1,0,2,803,11,1539
575,Gangbuk,투표소,SY,삼양동제4투,"구세군강북종합사회복지관(지하1층, 경로식당)",서울특별시 강북구 인수봉로20가길 24(미아동),2959,1127,522,552,7,20,0,3,0,12,3,2,0,2,1123,4,1832
576,Gangbuk,투표소,SY,삼양동제5투,"삼양동자치회관 솔샘관(1층, 강당)",서울특별시 강북구 솔샘로 177(미아동),3032,1442,663,727,7,11,5,4,0,4,4,2,0,2,1429,13,1590
577,Gangbuk,투표소,SY,삼양동제6투,"삼양초등학교(3층, 실과실)",서울특별시 강북구 삼양로49길 17(미아동),1851,669,322,307,8,11,0,4,0,3,1,2,2,3,663,6,1182
578,Gangbuk,투표소,SY,삼양동제7투,"삼양동종합복지센터(지하1층, 경로식당)",서울특별시 강북구 삼양로47길 9(미아동),1386,592,246,328,1,4,0,1,0,3,1,1,0,0,585,7,794
579,Gangbuk,투표소,SY,삼양동제8투,"벽산라이브파크아파트 제2관리사무소(1층, 할아버지방)","서울특별시 강북구 솔샘로 159(미아동, 벽산라이브파크아파트)",2357,1306,575,674,6,19,0,3,0,4,6,1,1,3,1292,14,1051
580,Gangbuk,투표소,MA,미아동제1투,"미아동주민센터(2층, 대강당)",서울특별시 강북구 솔매로49길 14(미아동),3070,1241,540,621,10,24,1,2,0,15,3,0,1,2,1219,22,1829
581,Gangbuk,투표소,MA,미아동제2투,율곡경로당(1층),서울특별시 강북구 오패산로52아길 11(미아동),1502,733,337,371,1,5,3,0,0,3,6,0,0,0,726,7,769
582,Gangbuk,투표소,MA,미아동제3투,"한국전력공사 강북성북지사(1층, 로비)",서울특별시 강북구 도봉로 242(미아동),3918,1657,649,899,13,19,2,0,1,35,4,0,0,9,1631,26,2261
583,Gangbuk,투표소,MA,미아동제4투,"미아동공영주차장(지하1층, 헬스장)",서울특별시 강북구 도봉로61길 46(미아동),2782,1166,487,604,5,19,3,7,1,19,6,0,0,2,1153,13,1616
584,Gangbuk,투표소,MA,미아동제5투,한빛경로당(1층),서울특별시 강북구 솔매로43길 25(미아동),2490,1066,418,572,4,23,4,2,0,11,2,2,0,11,1049,17,1424
585,Gangbuk,투표소,MA,미아동제6투,"미아동주민센터(2층, 문화강좌실)",서울특별시 강북구 솔매로49길 14(미아동),2676,968,413,502,6,12,2,1,0,10,5,1,1,2,955,13,1708
586,Gangbuk,투표소,SJ,송중동제1투,"송중동주민센터(지하1층, 회의실)",서울특별시 강북구 오패산로 162(미아동),2468,907,373,483,3,18,0,3,0,10,2,2,1,3,898,9,1561
587,Gangbuk,투표소,SJ,송중동제2투,"송중초등학교(1층, 음악실)",서울특별시 강북구 오현로 9(미아동),2461,902,358,501,5,10,2,2,0,12,3,0,1,3,897,5,1559
588,Gangbuk,투표소,SJ,송중동제3투,경남아너스빌 경로당(1층),"서울특별시 강북구 오패산로30길 30(미아동, 경남아너스빌아파트)",2995,1492,570,870,6,28,2,1,0,4,1,1,2,3,1488,4,1503
589,Gangbuk,투표소,SJ,송중동제4투,"구립 원송경로당(1층, 할아버지방)",서울특별시 강북구 오패산로 156-3(미아동),2660,1001,427,535,8,10,1,2,0,7,2,2,0,2,996,5,1659
590,Gangbuk,투표소,SJ,송중동제5투,"꿈의숲해링턴플레이스(1층, 104동 경로당)","서울특별시 강북구 오현로 45(미아동, 꿈의숲 해링턴 플레이스)",2563,1350,522,766,9,17,1,9,0,7,4,0,0,5,1340,10,1213
591,Gangbuk,투표소,SJ,송중동제6투,"송중초등학교(2층, 체육관)",서울특별시 강북구 오현로 9(미아동),2323,968,428,506,6,12,0,3,1,3,2,1,1,2,965,3,1355
592,Gangbuk,투표소,SJ,송중동제7투,"화계초등학교 신관(1층, GX룸)",서울특별시 강북구 솔매로50가길 25(미아동),3004,1323,589,682,3,16,2,4,0,10,2,1,0,4,1313,10,1681
593,Gangbuk,투표소,SJ,송중동제8투,"화계초등학교 서관(1층, 교직원식당)",서울특별시 강북구 솔매로50가길 25(미아동),2519,923,423,467,5,10,0,0,0,6,2,0,0,4,917,6,1596
594,Gangbuk,투표소,SCH,송천동제1투,"송천동주민센터(2층, 회의실)",서울특별시 강북구 솔샘로 284(미아동),2574,976,386,542,9,14,3,1,0,5,4,0,0,3,967,9,1598
595,Gangbuk,투표소,SCH,송천동제2투,"송천초등학교 본관(1층, 과학2실)",서울특별시 강북구 삼양로20길 29(미아동),2139,900,378,481,9,12,0,0,1,5,1,0,1,6,894,6,1239
596,Gangbuk,투표소,SCH,송천동제3투,"영훈초등학교 후문 담장옆 신축건물(1층, 상가)",서울특별시 강북구 숭인로 53(미아동),2450,1165,471,641,5,18,2,4,0,6,6,1,0,2,1156,9,1285
597,Gangbuk,투표소,SCH,송천동제4투,"미아동부센트레빌 관리사무소(1층, 회의실)","서울특별시 강북구 숭인로7가길 37(미아동, 미아동부센트레빌아파트)",2355,1207,466,689,9,15,1,1,0,9,1,0,0,5,1196,11,1148
598,Gangbuk,투표소,SCH,송천동제5투,"강북청소년문화정보도서관(1층, 강의실)",서울특별시 강북구 삼양로54길 68(미아동),2772,1255,571,633,3,21,1,3,0,4,3,1,0,5,1245,10,1517
599,Gangbuk,투표소,SCH,송천동제6투,"송천동자치회관(1층, 강당)",서울특별시 강북구 도봉로27길 90(미아동),2392,912,411,459,4,8,1,3,0,4,5,1,1,5,902,10,1480
600,Gangbuk,투표소,SCH,송천동제7투,"강북청소년문화정보도서관(지하1층, 시청각실)",서울특별시 강북구 삼양로54길 68(미아동),2770,1081,473,555,7,13,0,4,1,6,3,0,0,1,1063,18,1689
601,Gangbuk,투표소,SCH,송천동제8투,"송천동자치회관(1층, 강당)",서울특별시 강북구 도봉로27길 90(미아동),2572,1064,478,544,5,14,0,3,0,7,1,0,0,6,1058,6,1508
602,Gangbuk,투표소,SKS,삼각산동제1투,"삼각산동주민센터(지하1층, 다목적강당)",서울특별시 강북구 삼양로19길 34(미아동),2390,1096,480,561,8,19,0,3,0,10,5,0,0,4,1090,6,1294
603,Gangbuk,투표소,SKS,삼각산동제2투,"강북구보건소 삼각산분소(3층, 주프로그램실)",서울특별시 강북구 삼양로19길 154(미아동),2098,845,363,456,4,8,0,4,0,2,2,0,1,1,841,4,1253
604,Gangbuk,투표소,SKS,삼각산동제3투,"삼각산초등학교(1층, 시청각실)",서울특별시 강북구 삼양로19길 141(미아동),2927,1423,678,697,10,14,2,4,0,5,0,0,0,3,1413,10,1504
605,Gangbuk,투표소,SKS,삼각산동제4투,"SK북한산시티아파트 관리사무소(1층, 문화강좌실)","서울특별시 강북구 솔샘로 174(미아동, SK북한산시티아파트)",2196,1267,486,717,6,19,5,0,0,11,6,0,1,9,1260,7,929
606,Gangbuk,투표소,SKS,삼각산동제5투,"SK북한산시티아파트 관리사무소(2층, 구대표자회의실)","서울특별시 강북구 솔샘로 174(미아동, SK북한산시티아파트)",2938,1712,770,869,12,22,3,4,1,9,7,0,0,5,1702,10,1226
607,Gangbuk,투표소,SKS,삼각산동제6투,삼성래미안트리베라2차아파트 주민공동시설(1층),"서울특별시 강북구 삼양로27길 19(미아동, 삼성래미안트리베라2차아파트)",2343,1172,446,688,7,11,4,0,0,7,4,0,1,3,1171,1,1171
608,Gangbuk,투표소,SKS,삼각산동제7투,삼성래미안트리베라1차아파트 주민공동시설(1층),"서울특별시 강북구 삼양로19길 25(미아동, 삼성래미안트리베라1차아파트)",2126,1105,427,639,8,11,1,1,0,4,3,0,0,5,1099,6,1021
609,Gangbuk,투표소,SKS,삼각산동제8투,"두산위브트레지움아파트 커뮤니티센터(1층, 북카페)","서울특별시 강북구 삼양로27길 95(미아동, 두산위브 아파트 1단지)",2416,1280,585,657,8,9,2,0,0,9,1,0,0,1,1272,8,1136
610,Gangbuk,투표소,WI,우이동제1투,"강북구새마을회관(3층, 강당)",서울특별시 강북구 4.19로 8-1(수유동),2304,875,302,516,8,8,0,3,0,17,2,0,0,8,864,11,1429
611,Gangbuk,투표소,WI,우이동제2투,"강북구새마을회관(1층, 나눔터)",서울특별시 강북구 4.19로 8-1(수유동),2901,1058,421,579,7,23,1,3,0,6,0,0,0,6,1046,12,1843
612,Gangbuk,투표소,WI,우이동제3투,"시립강북청소년센터(1층, 체육관)",서울특별시 강북구 4.19로 74(수유동),2815,1117,431,626,6,17,2,3,0,10,2,2,0,9,1108,9,1698
613,Gangbuk,투표소,WI,우이동제4투,"서라벌중학교(1층, 실내체육실)",서울특별시 강북구 삼양로155길 37-9(우이동),3452,1586,644,868,4,21,2,2,0,14,3,2,1,10,1571,15,1866
614,Gangbuk,투표소,WI,우이동제5투,"블랙야크 알파인클럽센터(4층, 강의실)",서울특별시 강북구 삼양로173길 52(우이동),3054,1479,542,877,2,21,3,3,0,7,1,0,1,6,1463,16,1575
615,Gangbuk,투표소,IS,인수동제1투,"강북문화예술회관(1층, 대공연장 로비)",서울특별시 강북구 삼각산로 85(수유동),2266,851,308,512,4,9,1,0,0,6,3,0,0,2,845,6,1415
616,Gangbuk,투표소,IS,인수동제2투,"인수초등학교 본관(1층, 학부모회의실)",서울특별시 강북구 인수봉로 269(수유동),2017,803,286,484,5,10,0,1,0,3,1,0,0,3,793,10,1214
617,Gangbuk,투표소,IS,인수동제3투,"인수중학교(1층, 보건교육실)",서울특별시 강북구 인수봉로75길 10(수유동),2620,989,426,526,5,16,1,1,0,6,2,0,1,1,985,4,1631
618,Gangbuk,투표소,IS,인수동제4투,"인수초등학교 후관(1층, 다목적실)",서울특별시 강북구 인수봉로 269(수유동),2207,1016,382,591,10,10,2,2,0,3,1,0,0,3,1004,12,1191
619,Gangbuk,투표소,IS,인수동제5투,"우이초등학교(1층, 나래관)",서울특별시 강북구 삼양로99길 36(수유동),2643,853,380,434,4,12,2,1,0,9,1,0,0,1,844,9,1790
620,Gangbuk,투표소,IS,인수동제6투,"우이초등학교(1층, 나래관)",서울특별시 강북구 삼양로99길 36(수유동),2819,1058,437,573,4,16,2,2,0,7,2,1,0,2,1046,12,1761
621,Gangbuk,투표소,IS,인수동제7투,"우이초등학교(1층, 나래관)",서울특별시 강북구 삼양로99길 36(수유동),3478,1289,544,663,13,17,0,2,1,12,10,0,1,15,1278,11,2189
622,Gangbuk,투표소,IS,인수동제8투,"우이초등학교(1층, 나래관)",서울특별시 강북구 삼양로99길 36(수유동),3191,1262,535,669,10,10,2,2,1,5,2,0,2,8,1246,16,1929
623,Gangbuk,투표소,B1,번1동제1투,"번1동주민센터(4층, 강좌실1)",서울특별시 강북구 덕릉로41길 74(번동),3069,1011,399,536,9,23,2,2,0,14,3,0,0,4,992,19,2058
624,Gangbuk,투표소,B1,번1동제2투,"번1동주민센터(3층, 회의실)",서울특별시 강북구 덕릉로41길 74(번동),2532,987,420,521,7,8,1,2,0,10,3,0,0,3,975,12,1545
625,Gangbuk,투표소,B1,번1동제3투,"수송초등학교(1층, 다목적실)",서울특별시 강북구 한천로124길 14(번동),3243,1139,383,679,8,29,1,1,0,14,4,3,0,2,1124,15,2104
626,Gangbuk,투표소,B1,번1동제4투,"수송초등학교(1층, 다목적실)",서울특별시 강북구 한천로124길 14(번동),2838,1094,452,603,6,11,1,4,0,5,1,0,1,4,1088,6,1744
627,Gangbuk,투표소,B1,번1동제5투,"수송중학교 솔빛관(1층, 로비)",서울특별시 강북구 한천로122길 21(번동),2116,902,364,499,6,12,3,4,0,6,1,2,0,1,898,4,1214
628,Gangbuk,투표소,B2,번2동제1투,"번2동주민센터(2층, 회의실)",서울특별시 강북구 한천로 897(번동),2558,1219,449,730,9,16,1,2,0,3,0,0,1,2,1213,6,1339
629,Gangbuk,투표소,B2,번2동제2투,"번동5단지종합사회복지관(1층, 경로식당)","서울특별시 강북구 한천로115길 20(번동, 번동주공5단지아파트)",1836,822,359,420,9,11,0,0,0,1,2,0,0,4,806,16,1014
630,Gangbuk,투표소,B2,번2동제3투,"서울북부고용노동지청(4층, 대회의실)",서울특별시 강북구 한천로 949(번동),2748,1149,483,611,7,17,2,0,1,9,5,1,1,3,1140,9,1599
631,Gangbuk,투표소,B2,번2동제4투,"강북문화정보도서관(1층, 로비)",서울특별시 강북구 오현로 145(번동),2253,905,399,462,2,18,0,3,0,4,3,1,0,3,895,10,1348
632,Gangbuk,투표소,B2,번2동제5투,"번동햇살공영주차장 (지상3층, 번동 U-도서관)",서울특별시 강북구 오현로21길 84(번동),2154,932,404,474,9,6,2,2,1,13,4,1,0,1,917,15,1222
633,Gangbuk,투표소,B3,번3동제1투,"오현초등학교(1층, 꿈나무교실)",서울특별시 강북구 월계로 221(번동),1786,675,253,401,1,7,0,1,1,3,2,1,0,0,670,5,1111
634,Gangbuk,투표소,B3,번3동제2투,"오현초등학교(1층, 다목적실)",서울특별시 강북구 월계로 221(번동),2540,1235,516,661,10,12,2,4,0,12,5,0,0,6,1228,7,1305
635,Gangbuk,투표소,B3,번3동제3투,"번3동주민센터(3층, 강당)",서울특별시 강북구 한천로105길 21(번동),1849,751,331,390,2,11,0,3,0,4,2,0,0,1,744,7,1098
636,Gangbuk,투표소,B3,번3동제4투,"번동초등학교(1층, 한울관)",서울특별시 강북구 오현로 204(번동),2609,1310,526,721,5,23,3,3,0,6,4,1,2,4,1298,12,1299
637,Gangbuk,투표소,B3,번3동제5투,"번동초등학교 신관(1층, 로비)",서울특별시 강북구 오현로 204(번동),2771,1330,524,745,6,18,2,2,0,11,3,1,0,2,1314,16,1441
638,Gangbuk,투표소,SY1,수유1동제1투,"수유1동주민센터(지하1층, 주차장)",서울특별시 강북구 삼양로 299(수유동),2801,1004,393,554,4,12,4,5,1,9,1,0,0,10,993,11,1797
639,Gangbuk,투표소,SY1,수유1동제2투,한빛맹학교 지하주차장(지하1층),서울특별시 강북구 삼양로73가길 47(수유동),2654,1074,475,551,9,12,1,4,2,5,1,1,1,5,1067,7,1580
640,Gangbuk,투표소,SY1,수유1동제3투,"혜화여자고등학교(1층, 체육관)",서울특별시 강북구 인수봉로 127(수유동),2793,979,421,508,4,17,1,7,0,5,3,1,0,5,972,7,1814
641,Gangbuk,투표소,SY1,수유1동제4투,"수유1동주민센터(5층, 다목적강당)",서울특별시 강북구 삼양로 299(수유동),2920,1083,467,557,4,22,0,4,1,11,5,0,1,3,1075,8,1837
642,Gangbuk,투표소,SY1,수유1동제5투,"수유초등학교(1층, 창의실)",서울특별시 강북구 삼양로74길 39(수유동),3962,1410,567,765,10,24,0,2,2,13,9,1,1,7,1401,9,2552
643,Gangbuk,투표소,SY2,수유2동제1투,"수유2동주민센터(3층, 303호강의실)",서울특별시 강북구 한천로 1117(수유동),2822,1308,460,798,7,16,0,0,0,15,0,1,0,2,1299,9,1514
644,Gangbuk,투표소,SY2,수유2동제2투,"대한적십자사 강북봉사나눔터(1층, 조리실)",서울특별시 강북구 한천로170길 23(수유동),3652,1395,541,768,11,19,3,7,0,22,2,1,2,5,1381,14,2257
645,Gangbuk,투표소,SY2,수유2동제3투,"수유벽산아파트관리사무소(1층, 회의실)","서울특별시 강북구 삼각산로 143-1(수유동, 수유벽산아파트)",2599,1422,450,929,4,9,1,0,0,11,4,0,2,4,1414,8,1177
646,Gangbuk,투표소,SY2,수유2동제4투,"수유2동주민센터(4층, 대강당)",서울특별시 강북구 한천로 1117(수유동),2394,915,380,492,5,9,3,3,0,4,2,2,1,4,905,10,1479
647,Gangbuk,투표소,SY2,수유2동제5투,"수유2동주민센터(2층, 기획상황실)",서울특별시 강북구 한천로 1117(수유동),3131,1219,495,670,5,18,1,5,0,5,6,1,0,3,1209,10,1912
648,Gangbuk,투표소,SY3,수유3동제1투,"강북구청(4층, 대강당)",서울특별시 강북구 도봉로89길 13(수유동),1960,729,266,405,5,15,1,2,0,8,5,0,1,2,710,19,1231
649,Gangbuk,투표소,SY3,수유3동제2투,"강북중학교 신관(1층, 지혜의 샘터)",서울특별시 강북구 한천로150길 67(수유동),3298,1342,555,713,7,23,0,1,0,13,4,0,1,4,1321,21,1956
650,Gangbuk,투표소,SY3,수유3동제3투,"강북중학교 신관(1층, 지혜의 샘터)",서울특별시 강북구 한천로150길 67(수유동),2966,991,379,555,6,23,0,2,0,5,0,0,0,9,979,12,1975
651,Gangbuk,투표소,SY3,수유3동제4투,"수유중앙시장(1층, 수유중앙시장 내)",서울특별시 강북구 노해로17길 26(수유동),2970,1338,569,716,8,10,2,2,0,12,2,1,1,4,1327,11,1632
652,Gangbuk,투표소,SY3,수유3동제5투,"수유3동주민센터(2층, 강좌실)",서울특별시 강북구 노해로 36(수유동),3569,1302,567,654,7,22,3,3,0,20,4,2,0,9,1291,11,2267
653,Gangbuk,투표소,SY3,수유3동제6투,"광산빌라트(1층, 주차장)","서울특별시 강북구 수유로17길 48(수유동, 광산빌라트)",3204,1404,591,732,8,29,0,3,0,7,1,0,0,8,1379,25,1800
654,Dobong,투표소,SSM1,쌍문1동제1투,"쌍문동어르신복지관(3층, 강당)",서울특별시 도봉구 우이천로 363(쌍문동),3223,1220,482,678,11,19,0,3,0,10,1,1,1,3,1209,11,2003
655,Dobong,투표소,SSM1,쌍문1동제2투,"쌍문초등학교(1층, 시청각실 로비)",서울특별시 도봉구 우이천로 360(쌍문동),3056,1221,517,643,10,18,1,0,0,13,3,0,0,7,1212,9,1835
656,Dobong,투표소,SSM1,쌍문1동제3투,계성경로당,서울특별시 도봉구 우이천로30길 25(쌍문동),2466,1135,449,638,4,14,3,2,0,10,3,0,1,2,1126,9,1331
657,Dobong,투표소,SSM1,쌍문1동제4투,"백운초등학교(동관 1층, 1-2반)",서울특별시 도봉구 삼양로146길 17(쌍문동),3615,1622,655,865,18,21,1,2,0,35,3,1,2,5,1608,14,1993
